0, 0, 0.508856901206137, 0, 0, 0.502669126483674, 0.491163049744771, 0.503753485623411, 0, 0.498176588119357
0.507985846200898, 0, 0.497834831930041, 0, 0, 0.503645537762763, 0.493456849871728, 0, 0, 0.508175353758502
0.507531846871022, 0.507227491710544, 0, 0, 0.508843516025125, 0, 0.490011682787267, 0.491641909399824, 0.505469476783115, 0
0.506224076220557, 0, 0.502394059813952, 0, 0, 0.504250696241612, 0, 0.50722124769007, 0.504207137693651, 0
0, 0.495448540688299, 0.493597962156914, 0, 0.495246886057626, 0.496831380643466, 0, 0.491318182821318, 0, 0.490083949425006
0, 0.50965408959564, 0, 0.499735344306331, 0.493660225184877, 0.497123793576032, 0.497331041109506, 0, 0.493434571233615, 0
0.500380596469533, 0, 0, 0.490906908606374, 0, 0.495186950932597, 0.506123771294302, 0.505754395766423, 0, 0.502913803988946
0.509746777291399, 0.496609281971283, 0, 0, 0.495014056210186, 0.499991935497541, 0, 0.492112842357689, 0.503421566930256, 0.508190964603539
0, 0, 0.49247830838758, 0, 0, 0, 0.504444417310561, 0.503376550292365, 0.493712027300386, 0.499938588390446
0, 0.502366960102217, 0.495917097796905, 0.492709548665998, 0, 0.496025727333364, 0.506168720920358, 0.495503127341341, 0.500867953401022, 0.504204554136268
