0.0444669841780498, 1, 0.0439742541459454, 1, 1, 0.0458932981844806, 0.206174034799289, 0.195655929640409, 1, 0.206811144742412
0.206964231314124, 1, 0.504553055696363, 1, 1, 0.0407291201827748, 0.0570317854437139, 1, 1, 0.49934033625645
0.202006391179467, 0.498934366090542, 1, 1, 0.0443658495201713, 1, 0.050184210633525, 0.049418370880691, 0.0598204547994533, 1
0.496864785141864, 1, 0.196398002016781, 1, 1, 0.0426532015457908, 1, 0.206572373075646, 0.050505702741291, 1
1, 0.498271554592839, 0.194384962953899, 1, 0.19491800761127, 0.197529737726969, 1, 0.204370777510757, 1, 0.49439990100302
1, 0.20425133001181, 1, 0.191616261150204, 0.200505447582294, 0.497376837815818, 0.0441029106152442, 1, 0.0531457935820046, 1
0.198344578939311, 1, 1, 0.0597219092921813, 1, 0.204873380434921, 0.204606630347694, 0.198606300781667, 1, 0.193968994270936
0.20665721835559, 0.503230333591926, 1, 1, 0.497296419086309, 0.199473876365429, 1, 0.0405434092018276, 0.0525132395737273, 0.200043323521216
1, 1, 0.199431293181294, 1, 1, 1, 0.200477841319295, 0.506994561406606, 0.208754866397495, 0.0551067287379958
1, 0.190958358955501, 0.19845387253062, 0.209702218548254, 1, 0.0433657694323134, 0.0503208981941008, 0.195421224803918, 0.202431297439745, 0.0568640297458447
