0.0442341157068374, 0, 0.0523582099103084, 0, 0, 0.0480543708184194, 0.203573267883647, 0.208255036848133, 0, 0.191357628341502
0.190590556724456, 0, 0.502017209720586, 0, 0, 0.050789070410876, 0.0573822783790564, 0, 0, 0.505751640331422
0.190878465642127, 0.500356634321289, 0, 0, 0.0479556508908474, 0, 0.0451877591026353, 0.0510871359384067, 0.0461365910071614, 0
0.50944824676631, 0, 0.208919695399507, 0, 0, 0.0517599318920552, 0, 0.197876058939992, 0.0589275498337669, 0
0, 0.494939825318603, 0.195215638187435, 0, 0.194531244947505, 0.20607146709891, 0, 0.192343599667398, 0, 0.50298063135772
0, 0.206541950794197, 0, 0.204731825165347, 0.198536482027361, 0.500184939630576, 0.0407567244324067, 0, 0.0543746365124788, 0
0.191225573562748, 0, 0, 0.0599709503242125, 0, 0.208876919860478, 0.198525057650469, 0.194800895377119, 0, 0.194875516050228
0.198903204086069, 0.491163655196425, 0, 0, 0.506292263380609, 0.206684090571331, 0, 0.0455205717376127, 0.0478298275550019, 0.207634485443538
0, 0, 0.1958203223355, 0, 0, 0, 0.209001193583803, 0.503706441817474, 0.203474485985521, 0.0495104031952707
0, 0.209970064147314, 0.208752749462593, 0.204934811325531, 0, 0.0494062349715405, 0.0598131300780328, 0.191510849816017, 0.206998569889235, 0.0483258498778752
